SBEG	MAO		Eduardo Gomes International Airport	Manaus, Amazonas
SBEK	JCR		Jacare-Acanga Airport	Jacareacanga, Pará
SBFI	IGU		Foz do Iguaçu International Airport (Cataratas Int'l)	Foz do Iguaçu, Paraná
SBFL	FLN		Hercilio Luz International Airport	Florianópolis, Santa Catarina
SBFN	FEN		Fernando de Noronha Airport	Fernando de Noronha, Pernambuco
SBFZ	FOR		Pinto Martins International Airport	Fortaleza, Ceará
SBGL	GIG		Rio de Janeiro-Galeão International Airport	Rio de Janeiro, Rio de Janeiro
SBGM	GJM		Guajará-Mirim Airport	Guajará-Mirim, Rondônia
SBGO	GYN		Santa Genoveva Airport	Goiânia, Goiás
SBGP			Embraer Unidade Gavião Peixoto Airport	Gavião Peixoto, São Paulo
SBGR	GRU		São Paulo-Guarulhos International Airport	São Paulo, São Paulo
SBGS	PGZ		Ponta Grossa Airport	Ponta Grossa, Paraná
SBGW	GUJ		Guaratinguetá Airport	Guaratinguetá, São Paulo
SBHT	ATM		Altamira Airport	Altamira, Pará
SBIC	ITA		Itacoatiara Airport	Itacoatiara, Amazonas
SBIH	ITB		Itaituba Airport	Itaituba, Pará
SBIL	IOS		Ilhéus Jorge Amado Airport	Ilhéus, Bahia
SBIP	IPN		Usiminas Airport	Ipatinga, Minas Gerais
SBIT	ITR		Itumbiara Airport	Itumbiara, Goiás
SBIZ	IMP		Prefeito Renato Moreira Airport	Imperatriz, Maranhão
SBJD	QDV		Jundiaí Airport	Jundiaí, São Paulo
SBJF	JDF		Francisco de Assis Airport	Juiz de Fora, Minas Gerais
SBJP	JPA		Presidente Castro Pinto International Airport	João Pessoa, Paraíba
SBJR			Jacarepaguá Airport	Rio de Janeiro, Rio de Janeiro
SBJV	JOI		Joinville-Lauro Carneiro de Loyola Airport	Joinville, Santa Catarina
SBKG	CPV		Campina Grande Airport	Campina Grande, Paraíba
SBKP	VCP		Viracopos International Airport	Campinas, São Paulo
SBLB	LBR		Lábrea Airport	Lábrea, Amazonas
SBLJ	LAJ		Lages Airport	Lages, Santa Catarina
SBLN	LIP		Lins Airport	Lins, São Paulo
SBLO	LDB		Londrina Airport	Londrina, Paraná
SBLP	LAZ		Bom Jesus da Lapa Airport	Bom Jesus da Lapa, Bahia
SBMA	MAB		Marabá Airport	Marabá, Pará
SBMC	MQH		Minaçu Airport	Minaçu, Goiás
SBMD	MEU		Monte Dourado Airport	Monte Dourado, Pará
SBME	MEA		Macaé Airport	Macaé, Rio de Janeiro
SBMG	MGF		Maringá - Sílvio Name Júnior Regional Airport	Maringá, Paraná
SBMK	MOC		Montes Claros Airport	Montes Claros, Minas Gerais
SBML	MII		Marília Airport	Marília, São Paulo
SBMN	PLL		Ponta Pelada Airport	Manaus, Amazonas
SBMO	MCZ		Zumbi dos Palmares Airport (Campo dos Palmares)	Maceió, Alagoas
SBMQ	MCP		Macapá International Airport	Macapá, Amapá
SBMS	MVF		Dix Sept Rosado Airport	Mossoró, Rio Grande do Norte
SBMT	SAO		Campo de Marte Airport	São Paulo, São Paulo
SBMY	MNX		Manicoré Airport	Manicoré, Amazonas
SBNF	NVT		Ministro Victor Konder International Airport	Navegantes, Santa Catarina
SBNM	GEL		Santo Ângelo Airport	Santo Ângelo, Rio Grande do Sul
SBNT	NAT		Augusto Severo International Airport	Natal, Rio Grande do Norte
SBOI	OYK		Oiapoque Airport	Oiapoque, Amapá
SBOU	OUS		Ourinhos Airport	Ourinhos, São Paulo
SBPA	POA		Salgado Filho International Airport	Porto Alegre, Rio Grande do Sul
SBPB	PHB		Parnaíba-Prefeito Dr. João Silva Filho International Airport	Piauí, Parnaíba
SBPC	POO		Poços de Caldas Airport	Poços de Caldas, Minas Gerais
SBPF	PFB		Lauro Kurtz Airport	Passo Fundo, Rio Grande do Sul
SBPG			Paranaguá Airport	Paranaguá, Paraná
SSPG	PNG		Paranaguá Airport	Paranaguá, Paraná
SBPI	QPE		Pico do Couto Airport	Petrópolis, Rio de Janeiro
SBPJ	PMW		Palmas Airport	Palmas, Tocantins
SBPK	PET		Pelotas Airport	Pelotas, Rio Grande do Sul
SBPL	PNZ		Petrolina Airport	Petrolina, Pernambuco
SBPN	PNB		Porto Nacional Airport	Porto Nacional, Goiás
SBPP	PMG		Ponta Porã International Airport	Ponta Porã, Mato Grosso do Sul
SBPS	BPS		Porto Seguro Airport	Porto Seguro, Bahia
SBPV	PVH		Governador Jorge Teixeira de Oliveira International Airport	Porto Velho, Rondônia
SBQV	VDC		Vitória da Conquista Airport	Vitória da Conquista, Bahia
SBRB	RBR		Rio Branco International Airport(Presidente Medici Airport)	Rio Branco, Acre
SBRF	REC		Guararapes International Airport (Gilberto Freyre Int'l)	Recife, Pernambuco
SBRG	RIG		Rio Grande Airport	Rio Grande, Rio Grande do Sul
SBRJ	SDU		Santos Dumont Regional Airport	Rio de Janeiro, Rio de Janeiro
SBRP	RAO		Leite Lopes Airport	Ribeirão Preto, São Paulo
SBSC	SNZ		Santa Cruz Air Force Base	Santa Cruz, Rio de Janeiro
SBSJ	SJK		São José dos Campos Regional Airport	São José dos Campos, São Paulo
SBSL	SLZ		Marechal Cunha Machado International Airport	São Luís, Maranhão
SBSM	RIA		Santa Maria Airport	Santa Maria, Rio Grande do Sul
SBSN	STM		Santarém-Maestro Wilson Fonseca Airport	Santarém, Pará
SBSP	CGH		Congonhas-São Paulo International Airport	São Paulo, São Paulo
SBSR	SJP		São José do Rio Preto Airport	São José do Rio Preto, São Paulo
SBST	SSZ		Santos Air Base	Santos, São Paulo
SBSV	SSA		Deputado Luís Eduardo Magalhães International Airport (Dois de Julho Airport)	Salvador, Bahia
SBSY	IDO		Santa Isabel do Morro Airport	Santa Isabel do Morro, Tocantins
SBTA	QHP		Heliponto Airport	Taubaté, São Paulo
SBTB	TMT		Trombetas Airport	Trombetas, Pará
SBTE	THE		Teresina Airport	Teresina, Piauí
SBTF	TFF		Tefé Airport	Tefé, Amazonas
SBTK	TRQ		Tarauacá Airport	Tarauacá, Acre
SBTL	TEC		Telêmaco Borba Airport	Telêmaco Borba, Paraná
SBTS	OBI		Óbidos Airport	Óbidos, Pará
SBTT	TBT		Tabatinga International Airport	Tabatinga, Amazonas
SBTU	TUR		Tucuruí Airport	Tucuruí, Pará
SBTX	QTB		Tubarão Airport	Tubarão, Santa Catarina
SBUA	SJL		São Gabriel da Cachoeira Airport	São Gabriel da Cachoeira, Amazonas
SBUF	PAV		Paulo Afonso Airport	Paulo Afonso, Bahia
SBUG	URG		Rubem Berta Airport	Uruguaiana, Rio Grande do Sul
SBUL	UDI		Ten. Cel. Av. César Bombonato Airport	Uberlândia, Minas Gerais
SBUP	URB		Urubupungá Airport	Urubupungá, São Paulo
SBUR	UBA		Uberaba Airport	Uberaba, Minas Gerais
SBVG	VAG		Major-Brigadeiro Trompowsky Airport	Varginha, Minas Gerais
SBVH	BVH		Vilhena Airport	Vilhena, Rondônia
SBVT	VIX		Goiabeiras Airport	Vitória, Espírito Santo
SBWX			Santarém Airport	Santarém, Pará
SBYS	QPS		Campo Fontenelle Airport	Pirassununga, São Paulo
SBZM	IZA		Zona da Mata Regional Airport	Juiz de Fora, Zona da Mata
SDAE			São Pedro Municipal Airport	São Pedro, São Paulo
SDAG			Angra dos Reis Airport	Angra dos Reis, Rio de Janeiro
SDAM			Campo dos Amarais Airport	Campinas, São Paulo
SDCO	SOD		Sorocaba Airport	Sorocaba, São Paulo
SDDR			Dracena Airport	Dracena, São Paulo
SDIL			Fazenda Pedra Branca Airport	Angra dos Reis, Rio de Janeiro
SDLP	QGC		Lençóis Paulista Airport	Lençóis Paulista, São Paulo
SDMC			Maricá Airport	Maricá, Rio de Janeiro
SDNY			Nova Iguaçu Aeroclub	Nova Iguaçu, Rio de Janeiro
SDOW	OIA		Ourilândia do Norte Airport	Ourilândia do Norte, Pará
SDPW			Piracicaba Aeroclub	Piracicaba, São Paulo
SDRS	REZ		Resende Airport	Resende, Rio de Janeiro
SDRR	QVP		Avaré Airport	Avaré, São Paulo
SDSC	QSC		São Carlos Airport	São Carlos, São Paulo
SIAB			Leda Mello Resende Airport	Três Pontas, Minas Gerais
SIMK	FRC		Franca Airport (was SBFC)	Franca, São Paulo
SIFV			Aeródromo Primo Bitti	Aracruz, Espírito Santo
SJAU			Araguacema Airport	Araguacema, Tocantins
SJBY			João Silva Airport	Santa Inês, Maranhão
SJDB	BYO		Bonito Airport	Bonito, Mato Grosso do Sul
SJGU			Araguatins Airport	Araguatins, Tocantins
SJTC			Bauru-Arealva Airport	Bauru/Arealva, São Paulo
SJUR			Terravista Resort	Trancoso, Bahia
SNAG			Araguari Airport	Araguari, Minas Gerais
SNAI	APY		Alto Parnaíba Airport	Alto Parnaíba, Maranhão
SNAR	AMJ		Almenara Airport	Almenara, Minas Gerais
SNBL	BVM		Belmonte Airport	Belmonte, Bahia
SNBR	BRA		Barreiras Airport	Barreiras, Bahia
SNDM	LEC		Chapada Daimantina Airport	Lençóis, Bahia
SNEC			Outeiro das Brisas Airport	Porto Seguro, Bahia
SNFE			Alfenas Airport	Alfenas, Minas Gerais
SNFX	SXX		São Félix do Xingu Airport	São Félix do Xingu, Pará
SNGI	GNM		Guanambi Airport	Guanambi, Bahia
SNHA	ITN		Itabuna Airport	Itabuna, Bahia
SNMU	MVS		Mucuri Airport	Mucuri, Bahia
SNMZ	PTQ		Pôrto de Moz Airport	Pôrto de Moz, Pará
SNOB	QBX		Sobral Airport	Sobral, Ceará
SNSM			Salinópolis Airport	Salinópolis, Pará
SNSW	SFK		Soure Airport	Soure, Pará
SNTO	TFL		Teófilo Otoni Airport	Teófilo Otoni, Minas Gerais
SNVB	VAL		Valença Airport	Valença, Bahia
SNVS	BVS		Breves Airport	Breves, Pará
SNWC	CMC		Camocim Airport	Camocim, Ceará
SNYE	PHI		Pinheiro Airport	Pinheiro, Maranhão
SSAL	ALQ		Federal Airport	Alegrete, Rio Grande do Sul
SSAP	APU		Apucarana Airport	Apucarana, Paraná
SSBL	BNU		Blumenau Airport	Blumenau, Santa Catarina
SSCK	CCI		Concórdia Airport	Concórdia, Amazonas
SSCN	QCN		Canela Airport	Canela, Rio Grande do Sul
SSDO	DOU		Dourados Airport	Dourados, Minas Gerais
SSER	ERM		Erechim Airport	Erechim, Rio Grande do Sul
SSGB	GTB		Guaratuba Airport	Guaratuba, Paraná
SSIJ	IJU		Ijuí Airport	Ijuí, Rio Grande do Sul
SSIQ	ITQ		Itaqui Airport	Itaqui, Rio Grande do Sul
SSJA	JCB		Joaçaba Airport	Joaçaba, Santa Catarina
SSKM	CBW		Campo Mourão Airport	Campo Mourão, Paraná
SSLI	LVB		Dos Galpoes Airport	Santana do Livramento, Rio Grande do Sul
SSPB	PTO		Pato Branco Airport	Pato Branco, Paraná
SSPS			Palmas Airport	Palmas, Paraná
SSTB	TBA		Três Barras Airport; Três Barras, Santa Catarina
SSUV	QVB		União da Vitória Airport	União da Vitória, Paraná
SSVI	VIA		Videira Airport	Videira, Santa Catarina
SSVN			Veranópolis Airport	Veranópolis, Rio Grande do Sul
SSZR	SRA		Santa Rosa Airport	Santa Rosa, Rio Grande do Sul
SWBC	BAZ		Barcelos Airport	Barcelos, Amazonas
SWBR	RBB		Borba Airport	Borba, Amazonas
SWCA	CAF		Carauari Airport	Carauari, Amazonas
SWGN	AUX		Araguaína Airport	Araguaína, Tocantins
SWII	IPG		Ipiranga Airport	Santo Antônio do Içá, Amazonas
SWJI	JPR		Ji-Paraná Airport	Ji-Paraná, Rondônia
SWKC	CCX		Cáceres Airport	Cáceres, Minas Gerais
SWKN	CLV		Caldas Novas Airport	Caldas Novas, Goiás
SWKO	CIZ		Coari Airport	Coari, Amazonas
SWKT	TLZ		Catalão Airport	Catalão, Goiás
SWLC	RVD		General Leite de Castro Airport	Rio Verde, Goiás
SWNK	BCR		Novo Campo Airport	Boca do Acre, Amazonas
SWNS	APS		Anapolis Airport	Anapolis, Goiás
SWNV			Aeródromo Nacional de Aviação	Goiânia, Goiás
SWPI	PIN		Julio Belém Airport	Parintins, Amazonas
SWRD	ROO		Rondonópolis Airport	Rondonópolis, Mato Grosso
SWSI	OPS		Sinop Airport	Sinop, Mato Grosso
SWXV	NOK		Nova Xavantina Airport	Nova Xavantina, Mato Grosso
SWYM			Fazenda Anhanguera Airport	Pontes e Lacerda, Mato Grosso
SCAC	ZUD		Pupelde Airport	Ancud
SCAG	LSQ		El Avellano Airport	Los Angeles
SCAP	WAP		Alto Palena Airport	Alto Palena
SCAR	ARI		Chacalluta International Airport	Arica
SCBA	BBA		Balmaceda Airport	Balmaceda
SCBE	TOQ		Barriles Airport	Tocopilla
SCBQ			El Bosque Airport	El Bosque, Santiago
SCCC	CCH		Chile Chico Airport	Chile Chico
SCCF	CJC		El Loa Airport	Calama
SCCH	YAI		General Bernardo O'Higgins Airport	Chillán
SCCI	PUQ		Carlos Ibanez Del Campo International Airport	Punta Arenas
SCCY	GXQ		Teniente Vidal Airport	Coyhaique
SCDA	IQQ		Diego Aracena International Airport	Iquique
SCEL	SCL		Comodoro Arturo Merino Benítez International Airport	Santiago
SCER			Quintero Airport	Valparaíso
SCES	ESR		El Salvador Bajo Airport	El Salvador
SCFA	ANF		Cerro Moreno International Airport	Antofagasta
SCFM	WPR		Capitan Fuentes Martinez Airport	Porvenir
SCGZ	WPU		Guardia Marina Zañartu Airport	Puerto Williams
SCHA	CPO		Chamonate Airport	Copiapó
SCHR	LGR		Cochrane Airport	Cochrane
SCIC	ZCQ		General Freire Airport	Curicó
SCIE	CCP		Carriel Sur International Airport	Concepción
SCIP	IPC		Mataveri International Airport	Easter Island (Isla de Pascua)
SCIR			Robinson Crusoe Airport	Juan Fernández Islands
SCJO	ZOS		Canal Bajo Airport	Osorno
SCKU	QUI		Chuquicamata Airport	Chuquicamata
SCLC			Santiago Municipal de Vitacura	Santiago
SCLL	VLR		Vallenar Airport	Vallenar
SCNT	PNT		Teniente Julio Gallardo Airport	Puerto Natales
SCOV	OVL		Ovalle Tuqui Airport	Ovalle Tuqui
SCPC	ZPC		Pucón Airport	Pucón
SCRA	CNR		Chanaral Airport	Chanaral
SCRG	QRC		De La Independencia Airport	Rancagua
SCRM	TNM		Teniente R. Marsh Airport	Teniente Roldofo Marsh Martin Base and Villa Las Estrellas
SCSB	SMB		Franco Blanco Airport	Cerro Sombrero
SCSE	LSC		La Florida Airport	La Serena
SCSN			Santo Domingo Airport	Valparaíso
SCST	WCA		Gamboa Airport	Castro
SCTB			Eulogio Sánchez Airport	La Reina, Santiago
SCTC	ZCO		Maquehue Airport	Temuco
SCTE	PMC		El Tepual International Airport	Puerto Montt
SCTI	ULC		Los Cerrillos Airport	Santiago
SCTL	TLX		Panguilemo Airport	Talca
SCTN	WCH		Chaiten Airport	Chaiten
SCTO	ZIC		Victoria Airport	Victoria
SCTT	TTC		Las Breas Airport	Taltal
SCVA	VAP		Valparaíso Airport	Valparaíso, Chile
SCVD	ZAL		Pichoy Airport	Valdivia
SCVL			Las Marías Airport	Valdivia
SCVM	KNA		Viña del Mar Airport	Viña del Mar
SEAM	ATF		Chachoan Airport	Ambato
SEBC	BHA		Los Perales Airport	Bahia de Caraquez
SECE	WSE		Santa Cecilia Airport	Santa Cecilia
SECO	OCC		Francisco de Orellana Airport	Coca
SECU	CUE		Mariscal Lamar Airport	Cuenca
SEGS	GPS		Seymour Airport	Galápagos (Baltra)
SEGU	GYE		José Joaquín de Olmedo International Airport	Guayaquil
SEJI	JIP		Jipijapa Airport	Jipijapa
SELT			Cotopaxi International Airport	Latacunga
SENL	LGQ		Nueva Loja	Lago Agrio
SELO	LOH		Camilo Ponce Enriquez Airport	Loja
SEMA	MRR		J.M. Velasco Ibarra Airport	Macara
SEMC	XMS		Macas Airport	Macas
SEMH	MCH		General M. Serrano Airport	Machala
SEMT	MEC		Eloy Alfaro International Airport	Manta
SESM	PTZ		Rio Amazonas Airport	Pastaza
SEPD	PDZ		Pedernales Airport	Pedernales
SEPT	PYO		Putumayo Airport	Putumayo
SEPV	PVO		Reales Tamarindos Airport	Portoviejo
SEQU	UIO		Mariscal Sucre International Airport	Quito
SESA	SNC		General Ulpiano Paez Airport	Salinas
SESC	SUQ		Sucua Airport	Sucua
SEST	SCY		San Cristóbal Airport	San Cristóbal Island, Galápagos Islands
SETA	TAU		Taura	Base Aerea Taura, Guayas
SETH	TSC		Taisha Airport	Taisha
SETI	TPN		Tiputini Airport	Tiputini
SETN	ESM		Tachina Airport	Esmeraldas, Esmeraldas
SETR	TPC		Tarapoa Airport	Tarapoa
SETU	TUA		Teniente Coronel Luis a Mantilla International Airport	Tulcán
SFAL	PSY		Port Stanley Airport	Stanley, Falkland Islands
SGAS	ASU		Silvio Pettirossi International Airport	Asunción
SGAY	AYO		Juan de Ayolas Airport	Ayolas
SGCO	CIO		Teniente Coronel Carmelo Peralta Airport	Concepción
SGEN	ENO		Teniente Primero Alarcón Airport	Encarnacion
SGES	AGT		Guaraní International Airport	Ciudad Del Este
SGFI	FLM		Fernheim Airport	Filadelfia
SGME	ESG		Dr. Luis Maria Argaña International Airport	Mariscal Estigarribia
SGPI	PIL		Carlos Miguel Jiménez Airport	Pilar
SGPJ	PJC		Augusto R. Fuster International Airport	Pedro Juan Caballero
SKAC	ACR		Araracuara Airport	Araracuara
SKAD	ACD		Alcides Fernández Airport	Acandí
SKAG	ACL		Hacaritama Airport	Aguachica
SKAM	AFI		Amalfi Airport	Amalfi
SKAN	ADN		Andes Airport	Andes
SKAP	API		Gomez Nino-Apiay Airport	Apiay
SKAR	AXM		El Edén International Airport	Armenia
SKAS	PUU		Tres de Mayo Airport	Puerto Asís
SKBC	ELB		Las Flores Airport	El Banco
SKBG	BGA		Palonegro Airport	Lebrija (near Bucaramanga)
SKBO	BOG		El Dorado International Airport	Bogotá
SKBQ	BAQ		Ernesto Cortissoz International Airport	Barranquilla
SKBS	BSC		José Celestino Mutis Airport	Bahía Solano
SKBU	BUN		Gerardo Tobar López Airport	Buenaventura
SKCA	CPB		Capurganá Airport	Capurganá
SKCC	CUC		Camilo Daza International Airport	Cúcuta
SKCD	COG		Mandinga Airport	Condoto
SKCG	CTG		Rafael Núñez International Airport	Cartagena
SKCI	CCO		Carimagua Airport	Carimagua
SKCL	CLO		Alfonso Bonilla Aragón International Airport	Cali
SKCM	CIM		Cimitarra Airport	Cimitarra
SKCO	TCO		La Florida Airport	Tumaco
SKCU	CAQ		Caucasia Airport	Caucasia
SKCV	CVE		Coveñas Airport	Coveñas
SKCZ	CZU		Las Brujas Airport	Corozal
SKEB	EBG		El Bagre Airport	El Bagre
SKEJ	EJA		Yarigüies Airport	Barrancabermeja
SKFL	FLA		Gustavo Artunduaga Paredes Airport	Florencia
SKGI	GIR		Santiago Vila Airport	Girardot
SKGO	CRC		Santa Ana Airport	Cartago
SKGP	GPI		Guapi Airport	Guapi
SKHA	CPL		Chaparral Airport	Chaparral
SKHC	HTZ		Hato Corozal Airport	Hato Corozal
SKIB	IBE		Perales Airport	Ibagué
SKIG	IGO		Chigorodó Airport	Chigorodó
SKIP	IPI		San Luis Airport	Ipiales
SKIU	TIB		Tibú Airport	Tibú
SKLC	APO		Antonio Roldán Betancourt Airport	Apartadó
SKLG	LQM		Caucaya Airport	Puerto Leguízamo
SKLM	MCJ		La Mina Airport	Maicao
SKLP	LPD		La Pedrera Airport	La Pedrera
SKLT	LET		Alfredo Vásquez Cobo International Airport	Leticia
SKMD	EOH		Olaya Herrera Airport	Medellín
SKMF	MFS		Miraflores Airport	Miraflores
SKMG	MGN		Baracoa Airport	Magangué
SKMR	MTR		Los Garzones Airport	Montería
SKMU	MVP		Fabio Alberto León Bentley Airport	Mitú
SKMZ	MZL		La Nubia Airport	Manizales
SKNC	NCI		Antioquia Airport	Necoclí
SKNQ	NQU		Reyes Murillo Airport	Nuquí
SKNV	NVA		Benito Salas	Neiva
SKOC	OCV		Aguas Claras Airport	Ocaña
SKOE	ORC		Orocue Airport	Orocue
SKOT	OYU		Otu Airport	Otu
SKPB			Puerto Bolívar Airport	Guajira Department
SKPC	PCR		Puerto Carreño Airport	Puerto Carreño
SKPD	PDA		Obando Airport	Puerto Inírida
SKPE	PEI		Matecaña International Airport	Pereira
SKPI	DTX		Pitalito Airport	Pitalito
SKPL	PLT		Plato Airport	Plato
SKPP	PPN		Guillermo León Valencia Airport	Popayán
SKPQ	PQE		German Olano AB	Palanquero
SKPS	PSO		Antonio Narino Airport	Pasto
SKPV	PVA		El Embrujo Airport	Providencia Island
SKPZ	PZA		Paz de Ariporo Airport	Paz de Ariporo
SKQU	MQU		Mariquita Airport	Mariquita
SKRG	MDE		José María Córdova International Airport	Medellín/Rionegro
SKRH	RCH		Almirante Padilla Airport	Riohacha
SKSA	RVE		Los Colonizadores Airport	Saravena
SKSJ	SJE		Jorge Enrique González Airport	San José del Guaviare
SKSM	SMR		Simón Bolívar International Airport	Santa Marta
SKSP	ADZ		Gustavo Rojas Pinilla International Airport (Sesquicentenario Airport)	San Andrés Island
SKSR	SRS		San Marcos Airport	San Marcos
SKSV	SVI		Eduardo Falla Solano Airport	San Vicente del Caguán
SKTD	TDA		Trinidad Airport	Trinidad
SKTJ			Gustavo Rojas Pinilla Airport	Tunja
SKTM	TME		Tame Airport	Tame
SKTQ	TQS		Tres Esquinas AB	Tres Esquinas
SKTU	TRB		Gonzalo Mejía Airport	Turbo
SKUA	MQZ		Marandúa AB	Marandúa
SKUC	AUC		Santiago Pérez Airport	Arauca
SKUI	UIB		El Caraño Airport	Quibdó
SKUL	ULQ		Farfan Airport	Tuluá
SKUR	URR		Urrao Airport	Urrao
SKVG	VGZ		Villa Garzón Airport	Villa Garzón
SKVP	VUP		Alfonso López Pumarejo Airport	Valledupar
SKVV	VVC		La Vanguardia Airport	Villavicencio
SKYA	AYG		Yaguara Airport	Yaguara
SKYP	EYP		El Alcaraván Airport	Yopal
SLAP	APB		Apolo Airport	Apolo
SLAS	ASC		Ascenscion de Guarayos Airport	Ascención de Guarayos
SLBJ	BJO		Bermejo Airport	Bermejo
SLBN			Bella Union Airport	Bella Union	(Not to be confused with BUV in Bella Unión, Uruguay)
SLCA	CAM		Camiri Airport	Camiri
SLCB	CBB		Jorge Wilstermann International Airport	Cochabamba
SLCO	CIJ		Capitan Anibal Arab Airport	Cobija
SLCP	CEP		Concepción Airport	Concepción
SLET	SRZ		El Trompillo Airport	Santa Cruz
SLGY	GYA		Guayaramerín Airport	Guayaramerin
SLJE	SJS		San Jose de Chiquitos Airport	San José de Chiquitos
SLJO	SJB		San Joaquin Airport	San Joaquin
SLJV	SJV		San Javier Airport	San Javier
SLLP	LPB		El Alto International Airport	La Paz
SLMG	MGD		Magdalena Airport	Magdalena
SLOR	ORU		Oruro Airport	Oruro
SLPO	POI		Capitan Nicolas Rojas Airport	Potosí
SLPR	PUR		Puerto Rico Airport	Puerto Rico
SLPS	PSZ		Puerto Suárez International Airport	Puerto Suárez
SLRA	SRD		San Ramon Airport	San Ramon
SLRB	RBO		Robore Airport	Robore
SLRI	RIB		Riberalta Airport	Riberalta
SLRQ	RBQ		Rurrenabaque Airport	Rurrenabaque
SLRY	REY		Reyes Airport	Reyes
SLSA	SBL		Santa Ana del Yacuma Airport	Santa Ana del Yacuma
SLSB	SRJ		Capitán Germán Quiroga Guardia Airport	San Borja
SLSI	SNG		San Igancio de Velasco Airport	San Ignacio de Velas
SLSM	SNM		San Ignacio de Moxos Airport	San Ignacio de Moxos
SLSU	SRE		Juana Azurduy de Padilla International Airport	Sucre
SLTJ	TJA		Capitán Oriel Lea Plaza Airport	Tarija
SLTR	TDD		Teniente Jorge Henrich Arauz Airport	Trinidad
SLVM	VLM		Villamontes Airport	Villamontes
SLVR	VVI		Viru Viru International Airport	Santa Cruz
SLYA	BYC		Yacuiba Airport	Yacuiba
SMBN	ABN		Albina Airstrip	Albina
SMCI			Coeroenie Airstrip	Coeroeni
SMCO	TOT		Totness Airstrip	Totness, Coronie District
SMDA	DRJ		Drietabbetje Airstrip	Drietabbetje
SMJP	PBM		Johan Adolf Pengel International Airport (Zanderij Int'l)	Zanderij
SMKA			Kabalebo Airstrip	Kabalebo
SMKE			Kayser Airstrip	Kayser
SMNI	ICK		Nieuw-Nickerie Airport	Nieuw-Nickerie (New Nickerie)
SMPA	OEM		Vincent Fayks Airport	Paloemeu
SMST	SMZ		Stoelmans Eiland Airstrip	Stoelmans Eiland
SMTB			Tafelberg Airstrip	Tafelberg
SMWA	AGI		Wageningen Airstrip	Wageningen
SMZO	ORG		Zorg en Hoop Airport	Paramaribo
SOCA	CAY		Cayenne-Rochambeau Airport	Cayenne
SOGS			Grand-Santi Airport	Grand-Santi
SOOA	MPY		Maripasoula Airport	Maripasoula
SOOG	OXP		Saint-Georges-de-l'Oyapock Airport	Saint-Georges-de-l'Oyapock
SOOM	LDX		Saint-Laurent-du-Maroni Airport	Saint-Laurent-du-Maroni
SOOR	REI		Régina Airport	Régina
SOOS	XAU		Saül Airport	Saül
SOOY			Sinnamary Airport	Sinnamary
SPAO	APE		San Juan Aposento Airport	San Juan Aposento
SPAR	ALD		Alerta Airport	Alerta, Ucayali Region
SPAS			Alferez FAP Alfredo Vladimir Sara Bauer Airport	Andoas, Loreto Region
SPAY			Tnte. Gral. Gerardo Pérez Pinedo Airport	Atalaya, Ucayali Region
SPBB	MBP		Moyobamba Airport	Moyobamba, San Martín Region
SPBC	LHC		Caballococha Airport	Caballococha, Loreto Region
SPBL	BLP		Huallaga Airport	Bellavista, San Martín Region
SPBR	IBP		Iberia Airport	Iberia
SPBS			Bellavista Airport	Jeberos, Loreto Region
SPCH	TCG		Tocache Airport	Tocache, San Martín Region
SPCL	PCL		Capitán Rolden Airport (or Capitán FAP David Abenzur Rengifo Airport)	Pucallpa, Ucayali Region
SPCM			Contamana Airport	Contamana, Loreto Region
SPDR			Trompeteros Airport	Corrientes
SPEO	CHM		Teniente FAP Jaime A. de Montreuil Morales Airport	Chimbote, Ancash Region
SPEQ			Cesar Torque Podesta Airport	Moquegua, Moquegua Region
SPGM	TGI		Tingo María Airport	Tingo María, Huánuco Region
SPHI	CIX		Capitán FAP José A. Quiñones Gonzales Airport	Chiclayo, Lambayeque Region
SPHO	AYP		Coronel FAP Alfredo Mendívil Duarte Airport	Ayacucho, Ayacucho Region
SPHU			Huancayo Airport	Huancayo, Junín Region
SPHV			Huánuco Viejo Airport	Huánuco Viejo, Huánuco Region
SPHY	ANS		Andahuaylas Airport	Andahuaylas, Apurímac Region
SPHZ	ATA		Comandante FAP Germán Arias Graziani Airport	Anta/Huaraz, Ancash Region
SPIL	UMI		Quince Mil Airport	Quince Mil, Cusco Region
SPIM	LIM		Jorge Chávez International Airport	Callao/Lima, Lima Metropolitan Area
SPIP			Satipo Airport	Satipo
SPIZ	UCZ		Uchiza Airport	Uchiza
SPJA	RIJ		Juan Simons Vela Airport	Rioja, San Martín Region
SPJB			Pampa Grande Airport	Cajabamba, Cajamarca Region
SPJE			Shumba Airport	Jaén, Cajamarca Region
SPJI	JJI		Juanjuí Airport	Juanjuí, San Martín Region
SPJJ	JAU		Francisco Carle Airport	Jauja, Junín Region
SPJL	JUL		Inca Manco Cápac International Airport	Puno/Juliaca, Puno Region
SPJN	SJA		San Juan de Marcona Airport	San Juan de Marcona
SPJR	CJA		Major General FAP Armando Revoredo Iglesias Airport	Cajamarca, Cajamarca Region
SPLC			Mariano Melgar Airport	La Joya, Arequipa Region
SPLN	RIM		San Nicolas Airport	Rodriquez de Mendoza
SPLO	ILC		Ilo Airport	Ilo, Moquegua Region
SPLP			Las Palmas Air Base (military)	Barranco, Lima Province
SPME	TBP		Capitán FAP Pedro Canga Rodríguez Airport	Tumbes, Tumbes Region
