Code	Status	Partner_Agency	639_3	639_2	B_Code	bt_equiv	639_1	Reference_Name	Element_Scope	Language_Type	Documentation
ayb	A	SIL	ayb					Ayizo Gbe	I	L	SIL
ayc	A	SIL	ayc					Southern Aymara	I	L	SIL
ayd	A	SIL	ayd					Ayabadhu	I	E	SIL
aye	A	SIL	aye					Ayere	I	L	SIL
ayg	A	SIL	ayg					Ginyanga	I	L	SIL
ayh	A	SIL	ayh					Hadrami Arabic	I	L	SIL
ayi	A	SIL	ayi					Leyigha	I	L	SIL
ayk	A	SIL	ayk					Akuku	I	L	SIL
ayl	A	SIL	ayl					Libyan Arabic	I	L	SIL
aym	A	JAC	aym	aym			ay	Aymara	M	L	
ayn	A	SIL	ayn					Sanaani Arabic	I	L	SIL
ayo	A	SIL	ayo					Ayoreo	I	L	SIL
ayp	A	SIL	ayp					North Mesopotamian Arabic	I	L	SIL
ayq	A	SIL	ayq					Ayi (Papua New Guinea)	I	L	SIL
ayr	A	SIL	ayr					Central Aymara	I	L	SIL
ays	A	SIL	ays					Sorsogon Ayta	I	L	SIL
ayt	A	SIL	ayt					Magbukun Ayta	I	L	SIL
ayu	A	SIL	ayu					Ayu	I	L	SIL
ayx	R	SIL	ayx					Ayi (China)	I	L	
ayy	A	SIL	ayy					Tayabas Ayta	I	E	SIL
ayz	A	SIL	ayz					Mai Brat	I	L	SIL
aza	A	SIL	aza					Azha	I	L	SIL
azb	A	SIL	azb					South Azerbaijani	I	L	SIL
azc	A	JAC5		azc				Uto-Aztecan languages	C	Genetic	
azd	A	SIL	azd					Eastern Durango Nahuatl	I	L	
aze	A	JAC	aze	aze			az	Azerbaijani	M	L	
azg	A	SIL	azg					San Pedro Amuzgos Amuzgo	I	L	SIL
azj	A	SIL	azj					North Azerbaijani	I	L	SIL
azm	A	SIL	azm					Ipalapa Amuzgo	I	L	SIL
azn	A	SIL	azn					Western Durango Nahuatl	I	L	
azo	A	SIL	azo					Awing	I	L	SIL
azr	R	SIL	azr					Adzera	I	L	
azt	A	SIL	azt					Faire Atta	I	L	SIL
azz	A	SIL	azz					Highland Puebla Nahuatl	I	L	SIL
baa	A	SIL	baa					Babatana	I	L	SIL
bab	A	SIL	bab					Bainouk-Gunyuño	I	L	SIL
bac	A	SIL	bac					Badui	I	L	SIL
bad	A	JAC		bad				Banda languages	C	Genetic	
bae	A	SIL	bae					Baré	I	E	SIL
baf	A	SIL	baf					Nubaca	I	L	SIL
bag	A	SIL	bag					Tuki	I	L	SIL
bah	A	SIL	bah					Bahamas Creole English	I	L	SIL
bai	A	JAC		bai				Bamileke languages	C	Genetic	
baj	A	SIL	baj					Barakai	I	L	SIL
bak	A	JAC	bak	bak			ba	Bashkir	I	L	SIL
bal	A	JAC	bal	bal				Baluchi	M	L	
bam	A	JAC	bam	bam			bm	Bambara	I	L	SIL
ban	A	JAC	ban	ban				Balinese	I	L	SIL
bao	A	SIL	bao					Waimaha	I	L	SIL
bap	A	SIL	bap					Bantawa	I	L	SIL
baq	A	JACB		baq		eus	eu	Basque	I	L	
bar	A	SIL	bar					Bavarian	I	L	SIL
bas	A	JAC	bas	bas				Basa (Cameroon)	I	L	SIL
bat	A	JAC		bat				Baltic languages	C	Genetic	
bau	A	SIL	bau					Bada (Nigeria)	I	L	SIL
bav	A	SIL	bav					Vengo	I	L	SIL
baw	A	SIL	baw					Bambili-Bambui	I	L	SIL
bax	A	SIL	bax					Bamun	I	L	SIL
bay	A	SIL	bay					Batuley	I	L	SIL
baz	R	SIL	baz					Tunen	I	L	
bba	A	SIL	bba					Baatonum	I	L	SIL
bbb	A	SIL	bbb					Barai	I	L	SIL
bbc	A	SIL	bbc					Batak Toba	I	L	SIL
bbd	A	SIL	bbd					Bau	I	L	SIL
bbe	A	SIL	bbe					Bangba	I	L	SIL
bbf	A	SIL	bbf					Baibai	I	L	SIL
bbg	A	SIL	bbg					Barama	I	L	SIL
bbh	A	SIL	bbh					Bugan	I	L	SIL
bbi	A	SIL	bbi					Barombi	I	L	SIL
bbj	A	SIL	bbj					Ghomálá'	I	L	SIL
bbk	A	SIL	bbk					Babanki	I	L	SIL
bbl	A	SIL	bbl					Bats	I	L	SIL
bbm	A	SIL	bbm					Babango	I	L	SIL
bbn	A	SIL	bbn					Uneapa	I	L	SIL
bbo	A	SIL	bbo					Northern Bobo Madaré	I	L	SIL
bbp	A	SIL	bbp					West Central Banda	I	L	SIL
bbq	A	SIL	bbq					Bamali	I	L	SIL
bbr	A	SIL	bbr					Girawa	I	L	SIL
bbs	A	SIL	bbs					Bakpinka	I	L	SIL
bbt	A	SIL	bbt					Mburku	I	L	SIL
bbu	A	SIL	bbu					Kulung (Nigeria)	I	L	SIL
bbv	A	SIL	bbv					Karnai	I	L	SIL
bbw	A	SIL	bbw					Baba	I	L	SIL
bbx	A	SIL	bbx					Bubia	I	L	SIL
bby	A	SIL	bby					Befang	I	L	SIL
bbz	A	SIL	bbz					Babalia Creole Arabic	I	L	SIL
bca	A	SIL	bca					Central Bai	I	L	SIL
bcb	A	SIL	bcb					Bainouk-Samik	I	L	SIL
bcc	A	SIL	bcc					Southern Balochi	I	L	SIL
bcd	A	SIL	bcd					North Babar	I	L	SIL
bce	A	SIL	bce					Bamenyam	I	L	SIL
bcf	A	SIL	bcf					Bamu	I	L	SIL
bcg	A	SIL	bcg					Baga Binari	I	L	SIL
bch	A	SIL	bch					Bariai	I	L	SIL
bci	A	SIL	bci					Baoulé	I	L	SIL
bcj	A	SIL	bcj					Bardi	I	L	SIL
bck	A	SIL	bck					Bunaba	I	L	SIL
bcl	A	SIL	bcl					Central Bikol	I	L	SIL
bcm	A	SIL	bcm					Bannoni	I	L	SIL
bcn	A	SIL	bcn					Bali (Nigeria)	I	L	SIL
bco	A	SIL	bco					Kaluli	I	L	SIL
bcp	A	SIL	bcp					Bali (Democratic Republic of Congo)	I	L	SIL
bcq	A	SIL	bcq					Bench	I	L	SIL
bcr	A	SIL	bcr					Babine	I	L	SIL
bcs	A	SIL	bcs					Kohumono	I	L	SIL
bct	A	SIL	bct					Bendi	I	L	SIL
bcu	A	SIL	bcu					Awad Bing	I	L	SIL
bcv	A	SIL	bcv					Shoo-Minda-Nye	I	L	SIL
bcw	A	SIL	bcw					Bana	I	L	SIL
bcx	R	SIL	bcx					Pamona	I	L	
bcy	A	SIL	bcy					Bacama	I	L	SIL
bcz	A	SIL	bcz					Bainouk-Gunyaamolo	I	L	SIL
bda	A	SIL	bda					Bayot	I	L	SIL
bdb	A	SIL	bdb					Basap	I	L	SIL
bdc	A	SIL	bdc					Emberá-Baudó	I	L	SIL
bdd	A	SIL	bdd					Bunama	I	L	SIL
bde	A	SIL	bde					Bade	I	L	SIL
bdf	A	SIL	bdf					Biage	I	L	
bdg	A	SIL	bdg					Bonggi	I	L	SIL
bdh	A	SIL	bdh					Baka (Sudan)	I	L	SIL
bdi	A	SIL	bdi					Burun	I	L	SIL
bdj	A	SIL	bdj					Bai	I	L	SIL
bdk	A	SIL	bdk					Budukh	I	L	SIL
bdl	A	SIL	bdl					Indonesian Bajau	I	L	SIL
bdm	A	SIL	bdm					Buduma	I	L	SIL
bdn	A	SIL	bdn					Baldemu	I	L	SIL
bdo	A	SIL	bdo					Morom	I	L	SIL
bdp	A	SIL	bdp					Bende	I	L	SIL
bdq	A	SIL	bdq					Bahnar	I	L	SIL
bdr	A	SIL	bdr					West Coast Bajau	I	L	SIL
bds	A	SIL	bds					Burunge	I	L	SIL
bdt	A	SIL	bdt					Bokoto	I	L	SIL
bdu	A	SIL	bdu					Oroko	I	L	SIL
bdv	A	SIL	bdv					Bodo Parja	I	L	SIL
bdw	A	SIL	bdw					Baham	I	L	SIL
bdx	A	SIL	bdx					Budong-Budong	I	L	SIL
bdy	A	SIL	bdy					Bandjalang	I	L	SIL
bdz	A	SIL	bdz					Badeshi	I	L	SIL
bea	A	SIL	bea					Beaver	I	L	SIL
beb	A	SIL	beb					Bebele	I	L	SIL
bec	A	SIL	bec					Iceve-Maci	I	L	SIL
bed	A	SIL	bed					Bedoanas	I	L	SIL
bee	A	SIL	bee					Byangsi	I	L	SIL
bef	A	SIL	bef					Benabena	I	L	SIL
beg	A	SIL	beg					Belait	I	L	SIL
beh	A	SIL	beh					Biali	I	L	SIL
bei	A	SIL	bei					Bekati'	I	L	SIL
bej	A	JAC	bej	bej				Beja	I	L	SIL
bek	A	SIL	bek					Bebeli	I	L	SIL
bel	A	JAC	bel	bel			be	Belarusian	I	L	SIL
bem	A	JAC	bem	bem				Bemba (Zambia)	I	L	SIL
ben	A	JAC	ben	ben			bn	Bengali	I	L	SIL
beo	A	SIL	beo					Beami	I	L	SIL
bep	A	SIL	bep					Besoa	I	L	SIL
beq	A	SIL	beq					Beembe	I	L	SIL
ber	A	JAC		ber				Berber languages	C	Genetic	
bes	A	SIL	bes					Besme	I	L	SIL
bet	A	SIL	bet					Guiberoua Béte	I	L	SIL
beu	A	SIL	beu					Blagar	I	L	SIL
bev	A	SIL	bev					Daloa Bété	I	L	SIL
bew	A	SIL	bew					Betawi	I	L	SIL
bex	A	SIL	bex					Jur Modo	I	L	SIL
bey	A	SIL	bey					Beli (Papua New Guinea)	I	L	SIL
bez	A	SIL	bez					Bena (Tanzania)	I	L	SIL
bfa	A	SIL	bfa					Bari	I	L	SIL
bfb	A	SIL	bfb					Pauri Bareli	I	L	SIL
bfc	A	SIL	bfc					Northern Bai	I	L	SIL
bfd	A	SIL	bfd					Bafut	I	L	SIL
bfe	A	SIL	bfe					Betaf	I	L	SIL
bff	A	SIL	bff					Bofi	I	L	SIL
bfg	A	SIL	bfg					Busang Kayan	I	L	SIL
bfh	A	SIL	bfh					Blafe	I	L	SIL
bfi	A	SIL	bfi					British Sign Language	I	L	SIL
bfj	A	SIL	bfj					Bafanji	I	L	SIL
bfk	A	SIL	bfk					Ban Khor Sign Language	I	L	SIL
bfl	A	SIL	bfl					Banda-Ndélé	I	L	SIL
bfm	A	SIL	bfm					Mmen	I	L	SIL
bfn	A	SIL	bfn					Bunak	I	L	SIL
bfo	A	SIL	bfo					Malba Birifor	I	L	SIL
bfp	A	SIL	bfp					Beba	I	L	SIL
bfq	A	SIL	bfq					Badaga	I	L	SIL
bfr	A	SIL	bfr					Bazigar	I	L	SIL
bfs	A	SIL	bfs					Southern Bai	I	L	SIL
bft	A	SIL	bft					Balti	I	L	SIL
bfu	A	SIL	bfu					Gahri	I	L	SIL
bfw	A	SIL	bfw					Bondo	I	L	SIL
bfx	A	SIL	bfx					Bantayanon	I	L	
bfy	A	SIL	bfy					Bagheli	I	L	SIL
bfz	A	SIL	bfz					Mahasu Pahari	I	L	SIL
bga	A	SIL	bga					Gwamhi-Wuri	I	L	SIL
bgb	A	SIL	bgb					Bobongko	I	L	SIL
bgc	A	SIL	bgc					Haryanvi	I	L	SIL
bgd	A	SIL	bgd					Rathwi Bareli	I	L	SIL
bge	A	SIL	bge					Bauria	I	L	SIL
bgf	A	SIL	bgf					Bangandu	I	L	SIL
bgg	A	SIL	bgg					Bugun	I	L	SIL
bgh	R	SIL	bgh					Bogan	I	L	
bgi	A	SIL	bgi					Giangan	I	L	SIL
bgj	A	SIL	bgj					Bangolan	I	L	SIL
bgk	A	SIL	bgk					Bit	I	L	SIL
bgl	A	SIL	bgl					Bo (Laos)	I	L	SIL
bgm	A	SIL	bgm					Baga Mboteni	I	L	SIL
bgn	A	SIL	bgn					Western Balochi	I	L	SIL
bgo	A	SIL	bgo					Baga Koga	I	L	SIL
bgp	A	SIL	bgp					Eastern Balochi	I	L	SIL
bgq	A	SIL	bgq					Bagri	I	L	SIL
bgr	A	SIL	bgr					Bawm Chin	I	L	SIL
bgs	A	SIL	bgs					Tagabawa	I	L	SIL
bgt	A	SIL	bgt					Bughotu	I	L	SIL
bgu	A	SIL	bgu					Mbongno	I	L	SIL
bgv	A	SIL	bgv					Warkay-Bipim	I	L	SIL
bgw	A	SIL	bgw					Bhatri	I	L	SIL
bgx	A	SIL	bgx					Balkan Gagauz Turkish	I	L	SIL
bgy	A	SIL	bgy					Benggoi	I	L	SIL
bgz	A	SIL	bgz					Banggai	I	L	SIL
bha	A	SIL	bha					Bharia	I	L	SIL
bhb	A	SIL	bhb					Bhili	I	L	SIL
bhc	A	SIL	bhc					Biga	I	L	SIL
bhd	A	SIL	bhd					Bhadrawahi	I	L	SIL
bhe	A	SIL	bhe					Bhaya	I	L	SIL
bhf	A	SIL	bhf					Odiai	I	L	SIL
bhg	A	SIL	bhg					Binandere	I	L	SIL
bhh	A	SIL	bhh					Bukharic	I	L	SIL
bhi	A	SIL	bhi					Bhilali	I	L	SIL
bhj	A	SIL	bhj					Bahing	I	L	SIL
bhk	R	SIL	bhk					Albay Bicolano	I	L	
bhl	A	SIL	bhl					Bimin	I	L	SIL
bhm	A	SIL	bhm					Bathari	I	L	SIL
bhn	A	SIL	bhn					Bohtan Neo-Aramaic	I	L	SIL
bho	A	JAC	bho	bho				Bhojpuri	I	L	SIL
bhp	A	SIL	bhp					Bima	I	L	SIL
bhq	A	SIL	bhq					Tukang Besi South	I	L	SIL
bhr	A	SIL	bhr					Bara Malagasy	I	L	SIL
bhs	A	SIL	bhs					Buwal	I	L	SIL
bht	A	SIL	bht					Bhattiyali	I	L	SIL
bhu	A	SIL	bhu					Bhunjia	I	L	SIL
bhv	A	SIL	bhv					Bahau	I	L	SIL
bhw	A	SIL	bhw					Biak	I	L	SIL
bhx	A	SIL	bhx					Bhalay	I	L	SIL
bhy	A	SIL	bhy					Bhele	I	L	SIL
bhz	A	SIL	bhz					Bada (Indonesia)	I	L	SIL
bia	A	SIL	bia					Badimaya	I	L	SIL
bib	A	SIL	bib					Bissa	I	L	SIL
bic	A	SIL	bic					Bikaru	I	L	SIL
bid	A	SIL	bid					Bidiyo	I	L	SIL
bie	A	SIL	bie					Bepour	I	L	SIL
bif	A	SIL	bif					Biafada	I	L	SIL
big	A	SIL	big					Biangai	I	L	SIL
bih	A	JAC		bih			bh	Bihari languages	C	Genetic	
bii	R	SIL	bii					Bisu	I	L	
bij	A	SIL	bij					Vaghat-Ya-Bijim-Legeri	I	L	SIL
bik	A	JAC	bik	bik				Bikol	M	L	
bil	A	SIL	bil					Bile	I	L	SIL
bim	A	SIL	bim					Bimoba	I	L	SIL
bin	A	JAC	bin	bin				Bini	I	L	SIL
bio	A	SIL	bio					Nai	I	L	SIL
bip	A	SIL	bip					Bila	I	L	SIL
biq	A	SIL	biq					Bipi	I	L	SIL
bir	A	SIL	bir					Bisorio	I	L	SIL
bis	A	JAC	bis	bis			bi	Bislama	I	L	SIL
bit	A	SIL	bit					Berinomo	I	L	SIL
biu	A	SIL	biu					Biete	I	L	SIL
biv	A	SIL	biv					Southern Birifor	I	L	SIL
biw	A	SIL	biw					Kol (Cameroon)	I	L	SIL
bix	A	SIL	bix					Bijori	I	L	SIL
biy	A	SIL	biy					Birhor	I	L	SIL
biz	A	SIL	biz					Baloi	I	L	SIL
bja	A	SIL	bja					Budza	I	L	SIL
bjb	A	SIL	bjb					Banggarla	I	E	SIL
bjc	A	SIL	bjc					Bariji	I	L	SIL
bjd	R	SIL	bjd					Bandjigali	I	L	
bje	A	SIL	bje					Biao-Jiao Mien	I	L	SIL
bjf	A	SIL	bjf					Barzani Jewish Neo-Aramaic	I	L	SIL
bjg	A	SIL	bjg					Bidyogo	I	L	SIL
bjh	A	SIL	bjh					Bahinemo	I	L	SIL
bji	A	SIL	bji					Burji	I	L	SIL
bjj	A	SIL	bjj					Kanauji	I	L	SIL
bjk	A	SIL	bjk					Barok	I	L	SIL
bjl	A	SIL	bjl					Bulu (Papua New Guinea)	I	L	SIL
bjm	A	SIL	bjm					Bajelani	I	L	SIL
bjn	A	SIL	bjn					Banjar	I	L	SIL
bjo	A	SIL	bjo					Mid-Southern Banda	I	L	SIL
bjq	R	SIL	bjq					Southern Betsimisaraka Malagasy	I	L	
bjr	A	SIL	bjr					Binumarien	I	L	SIL
bjs	A	SIL	bjs					Bajan	I	L	SIL
bjt	A	SIL	bjt					Balanta-Ganja	I	L	SIL
bju	A	SIL	bju					Busuu	I	L	SIL
bjv	A	SIL	bjv					Bedjond	I	L	SIL
bjw	A	SIL	bjw					Bakwé	I	L	SIL
bjx	A	SIL	bjx					Banao Itneg	I	L	SIL
bjy	A	SIL	bjy					Bayali	I	E	SIL
bjz	A	SIL	bjz					Baruga	I	L	SIL
bka	A	SIL	bka					Kyak	I	L	SIL
bkb	R	SIL	bkb					Finallig	I	L	
bkc	A	SIL	bkc					Baka (Cameroon)	I	L	SIL
bkd	A	SIL	bkd					Binukid	I	L	SIL
bke	R	SIL	bke					Bengkulu	I	L	
bkf	A	SIL	bkf					Beeke	I	L	SIL
bkg	A	SIL	bkg					Buraka	I	L	SIL
bkh	A	SIL	bkh					Bakoko	I	L	SIL
bki	A	SIL	bki					Baki	I	L	SIL
bkj	A	SIL	bkj					Pande	I	L	SIL
bkk	A	SIL	bkk					Brokskat	I	L	SIL
bkl	A	SIL	bkl					Berik	I	L	SIL
bkm	A	SIL	bkm					Kom (Cameroon)	I	L	SIL
bkn	A	SIL	bkn					Bukitan	I	L	SIL
bko	A	SIL	bko					Kwa'	I	L	SIL
bkp	A	SIL	bkp					Boko (Democratic Republic of Congo)	I	L	SIL
bkq	A	SIL	bkq					Bakairí	I	L	SIL
bkr	A	SIL	bkr					Bakumpai	I	L	SIL
bks	A	SIL	bks					Northern Sorsoganon	I	L	SIL
bkt	A	SIL	bkt					Boloki	I	L	SIL
bku	A	SIL	bku					Buhid	I	L	SIL
bkv	A	SIL	bkv					Bekwarra	I	L	SIL
bkw	A	SIL	bkw					Bekwel	I	L	SIL
bkx	A	SIL	bkx					Baikeno	I	L	SIL
bky	A	SIL	bky					Bokyi	I	L	SIL
bkz	A	SIL	bkz					Bungku	I	L	SIL
bla	A	JAC	bla	bla				Siksika	I	L	SIL
blb	A	SIL	blb					Bilua	I	L	SIL
blc	A	SIL	blc					Bella Coola	I	L	SIL
bld	A	SIL	bld					Bolango	I	L	SIL
ble	A	SIL	ble					Balanta-Kentohe	I	L	SIL
blf	A	SIL	blf					Buol	I	L	SIL
blg	A	SIL	blg					Balau	I	L	SIL
blh	A	SIL	blh					Kuwaa	I	L	SIL
bli	A	SIL	bli					Bolia	I	L	SIL
blj	A	SIL	blj					Bolongan	I	L	SIL
blk	A	SIL	blk					Pa'o Karen	I	L	SIL
bll	A	SIL	bll					Biloxi	I	E	SIL
blm	A	SIL	blm					Beli (Sudan)	I	L	SIL
bln	A	SIL	bln					Southern Catanduanes Bikol	I	L	SIL
blo	A	SIL	blo					Anii	I	L	SIL
blp	A	SIL	blp					Blablanga	I	L	SIL
blq	A	SIL	blq					Baluan-Pam	I	L	SIL
blr	A	SIL	blr					Blang	I	L	SIL
bls	A	SIL	bls					Balaesang	I	L	SIL
blt	A	SIL	blt					Tai Dam	I	L	SIL
blu	R	SIL	blu					Hmong Njua	I	L	
blv	A	SIL	blv					Bolo	I	L	SIL
blw	A	SIL	blw					Balangao	I	L	SIL
blx	A	SIL	blx					Mag-Indi Ayta	I	L	SIL
bly	A	SIL	bly					Notre	I	L	SIL
blz	A	SIL	blz					Balantak	I	L	SIL
bma	A	SIL	bma					Lame	I	L	SIL
bmb	A	SIL	bmb					Bembe	I	L	SIL
bmc	A	SIL	bmc					Biem	I	L	SIL
bmd	A	SIL	bmd					Baga Manduri	I	L	SIL
bme	A	SIL	bme					Limassa	I	L	SIL
bmf	A	SIL	bmf					Bom	I	L	SIL
bmg	A	SIL	bmg					Bamwe	I	L	SIL
bmh	A	SIL	bmh					Kein	I	L	SIL
bmi	A	SIL	bmi					Bagirmi	I	L	SIL
bmj	A	SIL	bmj					Bote-Majhi	I	L	SIL
bmk	A	SIL	bmk					Ghayavi	I	L	SIL
bml	A	SIL	bml					Bomboli	I	L	SIL
bmm	A	SIL	bmm					Northern Betsimisaraka Malagasy	I	L	SIL
bmn	A	SIL	bmn					Bina (Papua New Guinea)	I	E	SIL
bmo	A	SIL	bmo					Bambalang	I	L	SIL
bmp	A	SIL	bmp					Bulgebi	I	L	SIL
bmq	A	SIL	bmq					Bomu	I	L	SIL
bmr	A	SIL	bmr					Muinane	I	L	SIL
bms	A	SIL	bms					Bilma Kanuri	I	L	SIL
bmt	A	SIL	bmt					Biao Mon	I	L	SIL
bmu	A	SIL	bmu					Somba-Siawari	I	L	SIL
bmv	A	SIL	bmv					Bum	I	L	SIL
bmw	A	SIL	bmw					Bomwali	I	L	SIL
bmx	A	SIL	bmx					Baimak	I	L	SIL
bmy	A	SIL	bmy					Bemba (Democratic Republic of Congo)	I	L	SIL
bmz	A	SIL	bmz					Baramu	I	L	SIL
bna	A	SIL	bna					Bonerate	I	L	SIL
bnb	A	SIL	bnb					Bookan	I	L	SIL
bnc	A	SIL	bnc					Bontok	M	L	
bnd	A	SIL	bnd					Banda (Indonesia)	I	L	SIL
bne	A	SIL	bne					Bintauna	I	L	SIL
bnf	A	SIL	bnf					Masiwang	I	L	SIL
bng	A	SIL	bng					Benga	I	L	SIL
bnh	R	SIL	bnh					Banawá	I	L	
bni	A	SIL	bni					Bangi	I	L	SIL
bnj	A	SIL	bnj					Eastern Tawbuid	I	L	SIL
bnk	A	SIL	bnk					Bierebo	I	L	SIL
bnl	A	SIL	bnl					Boon	I	L	SIL
bnm	A	SIL	bnm					Batanga	I	L	SIL
bnn	A	SIL	bnn					Bunun	I	L	SIL
bno	A	SIL	bno					Bantoanon	I	L	SIL
bnp	A	SIL	bnp					Bola	I	L	SIL
bnq	A	SIL	bnq					Bantik	I	L	SIL
bnr	A	SIL	bnr					Butmas-Tur	I	L	SIL
bns	A	SIL	bns					Bundeli	I	L	SIL
bnt	A	JAC		bnt				Bantu languages	C	Genetic	
bnu	A	SIL	bnu					Bentong	I	L	SIL
bnv	A	SIL	bnv					Bonerif	I	L	SIL
bnw	A	SIL	bnw					Bisis	I	L	SIL
bnx	A	SIL	bnx					Bangubangu	I	L	SIL
bny	A	SIL	bny					Bintulu	I	L	SIL
bnz	A	SIL	bnz					Beezen	I	L	SIL
boa	A	SIL	boa					Bora	I	L	SIL
bob	A	SIL	bob					Aweer	I	L	SIL
boc	R	SIL	boc					Bakung Kenyah	I	L	
bod	A	JAC	bod	bod	tib	tib	bo	Tibetan	I	L	SIL
boe	A	SIL	boe					Mundabli	I	L	SIL
bof	A	SIL	bof					Bolon	I	L	SIL
bog	A	SIL	bog					Bamako Sign Language	I	L	SIL
boh	A	SIL	boh					Boma	I	L	SIL
boi	A	SIL	boi					Barbareño	I	E	SIL
boj	A	SIL	boj					Anjam	I	L	SIL
bok	A	SIL	bok					Bonjo	I	L	SIL
bol	A	SIL	bol					Bole	I	L	SIL
bom	A	SIL	bom					Berom	I	L	SIL
bon	A	SIL	bon					Bine	I	L	SIL
boo	A	SIL	boo					Tiemacèwè Bozo	I	L	SIL
bop	A	SIL	bop					Bonkiman	I	L	SIL
boq	A	SIL	boq					Bogaya	I	L	SIL
bor	A	SIL	bor					Borôro	I	L	SIL
bos	A	JAC	bos	bos			bs	Bosnian	I	L	SIL
bot	A	SIL	bot					Bongo	I	L	SIL
bou	A	SIL	bou					Bondei	I	L	SIL
bov	A	SIL	bov					Tuwuli	I	L	SIL
bow	A	SIL	bow					Rema	I	E	SIL
box	A	SIL	box					Buamu	I	L	SIL
boy	A	SIL	boy					Bodo (Central African Republic)	I	L	SIL
boz	A	SIL	boz					Tiéyaxo Bozo	I	L	SIL
bpa	A	SIL	bpa					Dakaka	I	L	SIL
bpb	A	SIL	bpb					Barbacoas	I	E	SIL
bpd	A	SIL	bpd					Banda-Banda	I	L	SIL
bpg	A	SIL	bpg					Bonggo	I	L	SIL
bph	A	SIL	bph					Botlikh	I	L	SIL
bpi	A	SIL	bpi					Bagupi	I	L	SIL
bpj	A	SIL	bpj					Binji	I	L	SIL
bpk	A	SIL	bpk					Orowe	I	L	SIL
bpl	A	SIL	bpl					Broome Pearling Lugger Pidgin	I	L	SIL
bpm	A	SIL	bpm					Biyom	I	L	SIL
bpn	A	SIL	bpn					Dzao Min	I	L	SIL
bpo	A	SIL	bpo					Anasi	I	L	SIL
bpp	A	SIL	bpp					Kaure	I	L	SIL
bpq	A	SIL	bpq					Banda Malay	I	L	SIL
bpr	A	SIL	bpr					Koronadal Blaan	I	L	SIL
bps	A	SIL	bps					Sarangani Blaan	I	L	SIL
bpt	A	SIL	bpt					Barrow Point	I	E	SIL
bpu	A	SIL	bpu					Bongu	I	L	SIL
bpv	A	SIL	bpv					Bian Marind	I	L	SIL
bpw	A	SIL	bpw					Bo (Papua New Guinea)	I	L	SIL
bpx	A	SIL	bpx					Palya Bareli	I	L	SIL
bpy	A	SIL	bpy					Bishnupriya	I	L	SIL
bpz	A	SIL	bpz					Bilba	I	L	SIL
bqa	A	SIL	bqa					Tchumbuli	I	L	SIL
bqb	A	SIL	bqb					Bagusa	I	L	SIL
bqc	A	SIL	bqc					Boko (Benin)	I	L	SIL
bqd	A	SIL	bqd					Bung	I	L	SIL
bqe	R	SIL	bqe					Navarro-Labourdin Basque	I	L	
bqf	A	SIL	bqf					Baga Kaloum	I	E	SIL
bqg	A	SIL	bqg					Bago-Kusuntu	I	L	SIL
bqh	A	SIL	bqh					Baima	I	L	SIL
bqi	A	SIL	bqi					Bakhtiari	I	L	SIL
bqj	A	SIL	bqj					Bandial	I	L	SIL
bqk	A	SIL	bqk					Banda-Mbrès	I	L	SIL
bql	A	SIL	bql					Bilakura	I	L	SIL
bqm	A	SIL	bqm					Wumboko	I	L	SIL
bqn	A	SIL	bqn					Bulgarian Sign Language	I	L	SIL
bqo	A	SIL	bqo					Balo	I	L	SIL
bqp	A	SIL	bqp					Busa	I	L	SIL
bqq	A	SIL	bqq					Biritai	I	L	SIL
bqr	A	SIL	bqr					Burusu	I	L	SIL
bqs	A	SIL	bqs					Bosngun	I	L	SIL
bqt	A	SIL	bqt					Bamukumbit	I	L	SIL
bqu	A	SIL	bqu					Boguru	I	L	SIL
bqv	A	SIL	bqv					Koro Wachi	I	L	SIL
bqw	A	SIL	bqw					Buru (Nigeria)	I	L	SIL
bqx	A	SIL	bqx					Baangi	I	L	SIL
bqy	A	SIL	bqy					Bengkala Sign Language	I	L	SIL
bqz	A	SIL	bqz					Bakaka	I	L	SIL
bra	A	JAC	bra	bra				Braj	I	L	SIL
brb	A	SIL	brb					Lave	I	L	SIL
brc	A	SIL	brc					Berbice Creole Dutch	I	E	SIL
brd	A	SIL	brd					Baraamu	I	L	SIL
bre	A	JAC	bre	bre			br	Breton	I	L	SIL
brf	A	SIL	brf					Bera	I	L	SIL
brg	A	SIL	brg					Baure	I	L	SIL
brh	A	SIL	brh					Brahui	I	L	SIL
bri	A	SIL	bri					Mokpwe	I	L	SIL
brj	A	SIL	brj					Bieria	I	L	SIL
brk	A	SIL	brk					Birked	I	E	SIL
brl	A	SIL	brl					Birwa	I	L	SIL
brm	A	SIL	brm					Barambu	I	L	SIL
brn	A	SIL	brn					Boruca	I	L	SIL
bro	A	SIL	bro					Brokkat	I	L	SIL
brp	A	SIL	brp					Barapasi	I	L	SIL
brq	A	SIL	brq					Breri	I	L	SIL
brr	A	SIL	brr					Birao	I	L	SIL
brs	A	SIL	brs					Baras	I	L	SIL
brt	A	SIL	brt					Bitare	I	L	SIL
bru	A	SIL	bru					Eastern Bru	I	L	SIL
brv	A	SIL	brv					Western Bru	I	L	SIL
brw	A	SIL	brw					Bellari	I	L	SIL
brx	A	SIL	brx					Bodo (India)	I	L	SIL
bry	A	SIL	bry					Burui	I	L	SIL
brz	A	SIL	brz					Bilbil	I	L	SIL
bsa	A	SIL	bsa					Abinomn	I	L	SIL
