Manhasset (Long Island), NY
Manhasset, NY
Manhattan (Near), KS
Manhattan Beach, CA
Manhattan, IL
Manhattan, KS
Manhattan, MT
Manheim, PA
Manila (Philippines),
Manilla (RR#1) (Canada), ON
Manilla, IA
Manistee Forest, MI
Manistee, MI
Manistique, MI
Manito (2 miles north of), IL
Manito (outside of), IL
Manito, IL
Manitou Beach, MI
Manitou Springs, CO
Manitoulin Island (Canada), ON
Manitowoc Rapids, WI
Manitowoc, WI
Maniwaki (Canada), QC
Mankato, MN
Mankato/Lake Crystal, MN
Manlius, NY
Manly, IA
Mannering Park (NSW, Australia),
Mannford, OK
Mannheim (West Germany),
Manning, SC
Manoa Valley (Honolulu), HI
Manomet, MA
Manooth (Canada), ON
Manor (in or just outside of), TX
Manor, GA
Manotick (Canada), ON
Manotowish Waters, WI
Mansa (India),
Mansfield (UK/England),
Mansfield (outside of), OH
Mansfield Woodhouse (UK/England),
Mansfield, CT
Mansfield, LA
Mansfield, MA
Mansfield, OH
Mansfield, PA
Mansfield, TX
Mansfield/Kennedale, TX
Manson, WA
Manteca (above; in flight), CA
Manteca, CA
Manteno, IL
Manteo, NC
Manto, NC
Mantova (Italy),
Mantua, NJ
Mantua, OH
Manville, NJ
Manville, RI
Many, LA
Manzanillo (Mexico),
Manzanita, OR
Mapelton, IL
Maple (Canada), ON
Maple Falls, WA
Maple Glen, PA
Maple Grove, MN
Maple Lake, MN
Maple Rapids, MI
Maple Ridge (Canada), BC
Maple Shade, NJ
Maple Valley, WA
Mapleridge (Canada), BC
Mapleton (nearby), UT
Mapleton, IA
Mapleton, KS
Maplewood (Canada), NB
Maplewood, MN
Maplewood, NJ
Maquoketa, IA
Mar Vista (West Los Angeles), CA
Maracay (Urbaniz. el Castaño) (Venezuela),
Maracay City, Aragua (Venezuela),
Marana (Avra Valley), AZ
Marana (northwest of), AZ
Marana, AZ
Marana/Tucson (north of), AZ
Marathon (Fiesta Key), FL
Marathon City, WI
Marathon County, WI
Marathon Key, FL
Marathon, FL
Marathon, WI
Marbela (Spain),
Marbella (Spain),
Marbella, Costa del Sol (Spain),
Marble Cliff, OH
Marble Falls, AR
Marble Falls, TX
Marble Hill, GA
Marble Hill, MO
Marble, NC
Marblehead, MA
Marblehead, OH
Marblemount, WA
Marcellus, MI
March Air Force Base, CA
Marcus Hook, PA
Marcy, NY
Mardela springs, MD
Mardela, MD
Mardin (Turkey),
Mare Island, CA
Marengo, IL
Marengo, OH
Marfa, TX
Margaret River (Western Australia),
Margaretville, NY
Margate (Atlantic City), NJ
Margate, FL
Marhall, OK
Maria Elena (Chile),
Marianna, FL
Mariano Lake, NM
Maribor,
Maricopa (4 miles west of, on Hwy 166), CA
Maricopa (southwest of town), AZ
Maricopa County (outskirts of), AZ
Maricopa, AZ
Maricopa, CA
Marietta area, GA
Marietta, GA
Marietta, OH
Marietta, PA
Marietta/Kennesaw, GA
Marieville (Canada), PQ
Marikina (Philippines),
Marin County, CA
Marin, CA
Marina Aylmer (Canada), QC
Marina Del Rey/Mar Vista, CA
Marina del Rey, CA
Marina del Rey/Los Angeles, CA
Marina di Avola (Italy),
Marina, CA
Marinette/Menominee, WI
Marinsvile, IN
Marinwood (northern part of San Rafael), CA
Marion (Silver Shell Beach), MA
Marion (rural area 10 miles north of), OH
Marion County, AL
Marion Township, MI
Marion, AL
Marion, AR
Marion, IA
Marion, IL
Marion, IN
Marion, KS
Marion, MA
Marion, MI
Marion, MT
Marion, NC
Marion, NY
Marion, OH
Marion, SD
Marion, VA
Marion, WI
Marion/P.G. area, NC
Mariposa, CA
Mark Twain Lake, Monroe City, MO
Marked Tree, AR
Market Drayton (UK/England),
Markham (Canada), ON
Markham, IL
Markham, VA
Markle, IN
Markleville (Alpine County), CA
Marksville (Spring Bayou, 1st landing), LA
Marksville, LA
Marlboro Township, NJ
Marlboro, MA
Marlboro, MD
Marlboro, NJ
Marlboro, NY
Marlboro, VT
Marlborough (UK/England),
Marlborough, CT
Marlborough, MA
Marlborough/Glastonbury, CT
Marlette, MI
Marley Park, MD
Marlington, WV
Marlow (UK/England),
Marlow Heights, MD
Marlow, NH
Marlton, NJ
Marmaris (Turkey),
Marmora, NJ
Maroa, IL
Marouga (Trinidad/Tobago),
Marquette, KS
Marquette, MI
Mars Hill, ME
Mars Hill, NC
Marsden (see below), AR
Marsh Creek, CA
Marshal/Malta Bend, MO
Marshall (near), TX
Marshall Creek (Rte. 209, west 1 mile of  Marshall Cr. jxn.), PA
Marshall, AR
Marshall, IL
Marshall, MI
Marshall, MN
Marshall, MO
Marshall, NC
Marshall, TX
Marshall, WI
Marshalltown, IA
Marshallville, OH
Marshes Siding, KY
Marshfield (rural), WI
Marshfield, MA
Marshfield, MO
Marshfield, VT
Marshfield, WI
Marshfield-Webster Co, MO
Marshville (about 3miles south of), NC
Marshville, NC
Marsing, ID
Marske-by-Sea/Redcar/Cleveland (UK/England),
Marston Moretaine (UK/England),
Marstons Mills, MA
Martelle, IA
Martha's Vinyard, MA
Marthas Vineyard, MA
Marthasville, MO
Martiez, CA
Martin County, FL
Martin, GA
Martin, SD
Martin, TN
Martinborough (New Zealand),
Martindale, TX
Martinez (outskirts), CA
Martinez Lake, AZ
Martinez Lake, CA
Martinez, CA
Martinez, GA
Martins Ferry, OH
Martinsburg, WV
Martinsville, IL
Martinsville, IN
Martinsville, VA
Martinsville/Mooresville, IN
Martinton, IL
Marty, SD
Mary Esther, FL
Mary Hill, WA
Maryhill, WA
Maryland Height, MO
Maryland Heights, MO
Maryland Hts., MO
Maryland, MD
Marysville (Plumas Arboga Road), CA
Marysville, CA
Marysville, KS
Marysville, OH
Marysville, WA
Marysville/Beale A,F.B., CA
Maryville, IL
Maryville, MO
Maryville, TN
Maryville/Sevierville, TN
Mascoutah, IL
Maseru (Lesotho),
Masfield, OH
Mashantucket, CT
Mashhad (Iran),
Mashpee, MA
Mason (just north of), MI
Mason City (south of), IA
Mason City, IA
Mason Neck, VA
Mason, MI
Mason, OH
Mason, TX
Mason, WV
Masontown, WV
Maspeth, NY
Mass City, MI
Massachusets Turnpike, MA
Massachusetts/New Hampshire, NH
Massachussetts Highway rest stop, MA
Massapequa Park, NY
Massapequa, NY
Massena, NY
Massey (Canada), ON
Massey, MD
Massillon, OH
Mastic (Long Island), NY
Mastic Beach, NY
Mastic, NY
Matagorda, TX
Matauri Bay (New Zealand),
Matauri Bay (near Kerikeri) (New Zealand),
Matawan, NJ
Mather, CA
Matheson (Canada), ON
Matsqui (Canada), BC
Mattawa, WA
Mattawan, MI
Matteson, IL
Matthews, NC
Matthews, NJ
Mattituck, NY
Mattoon, IL
Maud, OK
Maugenhard (Germany),
Maui, HI
Mauk, GA
Mauldin, SC
Maumee, OH
Maumelle, AR
Maunaloa (Molokai), HI
Maunk Chunk, PA
Maupin, OR
Maurertown, VA
Mauriceville, TX
Maury (France),
Maury Island, WA
Maury Mountains, OR
Mauston, WI
Max, ND
Maxville (Canada), ON
Maxwell, CA
Maxwelton Beach (South Whidbey Isl.), WA
May's Landing
Mayaguez (Puerto Rico),
Mayaguez (Puerto Rico), PR
Mayagüez,
Maybrook, NY
Mayer, AZ
Mayfield Heights, OH
Mayfield, KY
Mayfield, NY
Mayland, TN
Maynard, MA
Maynardville (near), TN
Maynardville, TN
Maypearl, TX
Mayrhofen (Austria),
Mays Landing, NJ
Mayslanding, NJ
Maysville, GA
Maysville, KY
Maysville, NC
Maysville, OK
Mayville, MI
Mayville, NY
Maywood, CA
Mazarron (Murcia) (Spain),
Mazarron (Spain),
Mazarron,
Mazarron. Murcia (Spain),
Mazatlan (Mexico),
Mazatlán, DE
Mbour (Senegal),
McAlester, OK
McAllen, TX
McAlpin, FL
McArthur, OH
McCall, ID
McCalla, AL
McCamey (near), TX
McCamey, TX
McClave, CO
McCleary, WA
McClellandtown, PA
McClellanville, SC
McCloud, CA
McComb, MS
McComb, OH
McCook Lake, SD
McCook, NE
McCordsville, IN
McCoy, CO
McCrory, AR
McDermitt (NE of;  Lat 42 05'N  Lon 117 00'W, NV
McDermott, NV
McDonald Observatory, TX
McDonald, PA
McDonough, GA
McDonough, NY
McEwen, TN
McFall, MO
McGill, NV
McGrady (Wilkes County), NC
McGregor range, NM
McGregor, MN
McGregor, TX
McGuire AFB, NJ
McHenry City, IL
McHenry, IL
McIntosh, NM
McKean County, PA
McKees Rocks (Pittsburgh), PA
McKees Rocks, PA
McKenzie (Canada), BC
McKenzie, AL
McKenzie, ND
McKenzie, TN
McKinleyville, CA
McKinlyville/Eureka (near Arcata Driving), CA
McKinney, TX
McLean, VA
McLouth, KS
McMinnville, OR
McMinnville, TN
McMurray, PA
McNary/Sunrise Ski Resort (between), AZ
McNeill, MS
McPherson, KS
McVeytown, PA
Mcconnells, SC
Mccormick, SC
Mcdonough, GA
Mchenry, IL
Mckeesport, PA
Mckenzie Bridge, OR
Mckenzie Lake (Canada), ON
Mckinleyville, CA
Mckinney, TX
Mdison, ME
Mdison, WI
Mead  (near Spokane), WA
Mead Valley (to Riverside to Ontario), CA
Mead, WA
Meadow (Between Ellsinore & Paris), CA
Meadow Creek (Canada), BC
Meadowlands Marshes, NJ
Meadowlands, MN
Meadows of Dan, VA
Meadville, MS
Meadville, PA
Meadville???, PA
Mears, MI
Mebane, NC
Mecca, CA
Mechanics Town (Breyside Camp), NY
Mechanicsburg (Harrisburg), PA
Mechanicsburg, OH
Mechanicsburg, PA
Mechanicsville, VA
Mechanicsville/Aylett, VA
Mechelen (Belgium),
Mechra Bel Ksire (Morocco),
Mecosta, MI
Meda (Indonesia),
Medan (Indonesia),
Medanales, NM
Medaryville, IN
Meddowdale, WA
Medellin (Colombia),
Medford (outskirts), OR
Medford and Murphy, OR
Medford, MA
Medford, NJ
Medford, NY
Medford, OR
Medford, WI
Medi, PA
Media, PA
Mediapolis, IA
Medical Lake, WA
Medicine Bow National Mountains, Medicine Bow National Fores, WY
Medicine Bow Natl. Forest (40 mi. W of Laramie), WY
Medicine Bow, WY
Medicine Hat (Canada), AB
Medina Co., OH
Medina Lake/San Antonio, TX
Medina, MN
Medina, NY
Medina, OH
Medina, TX
Medina, WA
Mediterranean Sea (near Malta),
Mediterranean Sea,
Medlam, Lincolnshire (UK/England),
Medley, FL
Medway, MA
Medway, ME
Meekatharra (Western Australia),
Meeniyan (Australia),
Meerut (India),
Meeting Lake (Canada), SK
Megargel, TX
Meguro, Tokyo (Japan),
Mehoopany, PA
Melaka (Malaysia),
Melba, ID
Melbourne (100 mi. south of) (VIC, Australia),
Melbourne (Australia),
Melbourne (Australia), AL
Melbourne (Oakleigh) (VIC, Australia),
Melbourne (Tullarmarine) (VIC, Australia),
Melbourne (VIC, Australia),
Melbourne (VIC, Australia), VI
Melbourne (looking in the SE sky, perhaps over Bahama), FL
Melbourne Beach, FL
Melbourne Village, FL
Melbourne, AR
Melbourne, FL
Melbourne, KY
Melbourne, VT
Melbourne/Titusville (between), FL
Melbrook, NY
Meldrim (closest municipality), GA
Melfort (Canada), SK
Melksham, Wiltshire (UK/England),
Melroe park, IL
Melrose Park, IL
Melrose, MA
Melrose, NM
Melton  (Australia),
Melvern, KS
Melville, NY
Melvin, IL
Memphis (100 miles north of), TN
Memphis (Century Arbor apartments), TN
Memphis (near West Memphis), AR
Memphis (near), TN
Memphis, IN
Memphis, TN
Memphis, TX
Memramcook (Canada), NB
Mena, AR
Menands (Albany), NY
Mendenhall, MS
Mendham, NJ
Mendon, MA
Mendota (near), CA
Mendota, CA
Mendota, VA
Mendoza San Rafael (Argentina),
Menifee, CA
Menoken, ND
Menomonie, WI
Menstrie (near Stirling),
Mentone, AL
Mentone, CA
Mentor on the Lake, OH
Mentor, OH
Meppen/Emmen (between) (Germany/Holland),
Mequon, WI
Meraux, LA
Merced, CA
Mercedes, TX
Mercer County, KY
Mercer Island (Seattle), WA
Mercer Island, WA
Mercer, ND
Mercer, PA
Mercer, WI
Mercersburg, PA
Mercury, NV
Meredith (Australia),
Meredith, NH
Mergas, GA
Merida (Mexico),
Meriden, CT
Meriden/Wallingford (on Rte. 15N), CT
Meriden/Wallingford, CT
Meridian Navel Air Station, MS
Meridian, ID
Meridian, MS
Meridian, TX
Meridien, CT
Meridith, MI
Meriwether  County (rural), GA
Meriwether County (rural), GA
Merkel, TX
Merlin, OR
Merriam, IN
Merriam, KS
Merrick (Long Island), NY
Merrick, NY
Merrill, IA
Merrill, WI
Merrill/Wausau, WI
Merrillan, WI
Merrillville, IN
Merrillville/Schererville, IN
Merrimac, MA
Merrimac, WI
Merrimack, NH
Merritt (Canada), BC
Merritt (near; rural) (Canada), BC
Merritt Island Wildlife Refuge (Kennedy Space Center), Flori, FL
Merritt Island, FL
Merritt Parkway (about Exit 38), CT
Merriville and Gary, IN
Merseyside (UK/England),
Mersin (Turkey),
Merthyr Tydfil (UK/Wales),
Merton, WI
Mesa (NNE of), AZ
Mesa (Queen Creek), AZ
Mesa (at Mesa Community College), AZ
Mesa (north of), AZ
Mesa, AZ
Mesa, DE
Mesa/Phoenix, AZ
Meshkin Shahr (and several cities) (Iran),
Mesquite (Approx. 15 miles west on I-15 of), NV
Mesquite (near Dallas), TX
Mesquite, NM
Mesquite, NV
Mesquite, TX
Messina (Italy),
Messina (South Africa),
Messolonghi (Greece),
Metairie, LA
Metalline Falls, WA
Metalton, AR
Metarie, LA
Metchosin/Sooke Area (Canada), BC
Meteor Crater, AZ
Methuen, MA
Methuen/Haverhill line, MA
Metlakatla, AK
Mettacahonts, NY
Metuchen, NJ
Metz, WV
Mewmarket (Canada), ON
Mexborough/South Yorkshire (UK/England),
Mexi-Cali, CA
Mexia, TX
Mexicali (Baja California) (Mexico),
Mexicali (Mexico),
Mexicali B. C. Mexico; Sierra Cucapah; Cerro prieto., B. C.,
Mexicali, Baja California (Mexico),
Mexicali, baja california (Mexico),
Mexican Water, AZ
Mexico (7 Miles west of), MO
Mexico (Coastal waters, West),
Mexico (Pacific Ocean),
Mexico (in jungle),
Mexico (in-flight; flying N toward G. of Mex.),
Mexico (over Pacific Ocean),
Mexico Beach, FL
Mexico City (Mexico),
Mexico City, D.F. (Mexico),
Mexico DF (Mexico),
Mexico,
Mexico, Distrito Federal, D.F. (Mexico),
Mexico, MO
Mexico, PA
Meyers-Tahoe paradise, CA
Meztitla (Mexico),
Miama, FL
Miami (2 hrs. out of, on I-95, Milemarker 117), FL
Miami (Kendall), FL
Miami (and vicinity), FL
Miami (downtown), FL
Miami (north of), FL
Miami Beach, FL
Miami Gardens, FL
Miami Lakes, FL
Miami Shores, FL
Miami Springs, FL
Miami Township, OH
Miami Twp., OH
Miami to St. Paul (approx. 20 minutes North of), IL
Miami, AZ
Miami, FL
Miami, Fl
Miami, OK
Miami, TX
Miami/keys, FL
Miamisburg, OH
Mica Mountain, WA
Michigan (location unspecified), MI
Michigan (southeast portion) (in-flight sighting), MI
Michigan Bar, CA
Michigan City, IN
Michigan, MI
Michoacan (Mexico),
Mico, TX
Middelkerke (Leffinge) (Belgium),
Middle Cacios Islands,
Middle Island, NY
Middle River, MD
Middle Sackville (Canada), NS
Middle Smithfield Township, PA
Middle Town, CA
Middle Valley, TN
Middleboro, MA
Middleborough, MA
Middlebourne, WV
Middleburg HTS, OH
Middleburg Hts., OH
Middleburg, FL
Middleburg, PA
Middlebury, CT
Middlefield, OH
Middlesboro, KY
Middlesborough (UK/England),
Middlesbrough (UK/England) ??,
Middlesbrough (UK/England),
Middlesex (UK/England),
Middlesex Township, PA
Middlesex, NC
Middlesex, NJ
Middlesex, NY
Middleton (Canada), NS
Middleton, Annapolis Valley, NS
Middleton, TN
Middleton, WI
Middleton/Golwa (Australia),
Middletown (suburb), OH
Middletown / Townsend or Cecilton / Warwick, Maryland, DE
Middletown, CA
Middletown, CT
Middletown, DE
Middletown, IN
Middletown, MD
Middletown, NJ
Middletown, NY
Middletown, OH
Middletown, PA
Middletown, RI
Middleville, MI
Midgham (UK/England),
Midland (Canada), ON
Midland, MI
Midland, SD
Midland, TX
Midland, VA
Midland, WA
Midlothian, IL
Midlothian, TX
Midlothian, VA
Midlothian/Posen, IL
Midvale, ID
Midvale, UT
Midway City, CA
Midway Island - Pacific Ocean,
Midway, GA
Midway/Marion, KY
Midwest City (Tinker AFB), OK
Midwest City, OK
Midwest City/Del City, OK
Midwest U. S. ((location deleted)),
Midwest U. S. (in-flight),
Midwest U. S. (on airplane, inflight), MD
Midwest U. S., OH
Mifflinburg, PA
Mifflinville, PA
Milaca, MN
Milan (Italy),
Milan (at sea on S.S. Giovanni),
Milan, MI
Milan, OH
Milan, TN
Milano (Italy),
Mildmay (Canada), ON
Mile 69, WY
Mile Marker 120 (approx.), FL
Miles City, MT
Milford (Republic of Ireland),
Milford (between cities), IN
Milford Haven (Pembrokeshire) (UK/England),
Milford Haven (UK/England),
Milford Township, MI
Milford, CA
Milford, CT
Milford, DE
Milford, IA
Milford, MA
Milford, MI
Milford, NE
Milford, NJ
Milford, OH
Milford, PA
Milford/Milton (between; heading parallel to Rout..), DE
Mililani (around), HI
Mililani, HI
Mill Bay (Canada), BC
Mill Creek, WA
Mill Hall, PA
Mill Valley, CA
Milladore, WI
Millbrae, CA
Millbrook (Canada), ON
Millbrook, AL
Millbury, MA
Milledgeville, GA
Miller (outside of), MO
Millers Falls, MA
Millersburg, MO
Millersburg, OH
Millersvill, PA
Millersville, PA
Millersville, TN
Millerton (Coleman Station Rd.), NY
Millerton, NY
Millhurst, IL
Millican, OR
Milligan, CA
Milliken, CO
Millington, MI
Millington, NJ
Millington, TN
Millinocket, ME
Millis, MA
Millmont, PA
Mills River, NC
Millsap, TX
Millsboro, DE
Millstadt, IL
Millston, WI
Millstone Twp., NJ
Millstone, KY
Millstone, NJ
Milltown (Canada), NB
Millville, CA
Millville, MN
Millville, NJ
Millville, PA
Millville/Brockport, NY
Millwood, NY
Milo, MO
Milon Keynes (UK/England),
Milpitas, CA
Milroy/Belleville, PA
Milton (Canada), ON
Milton (near Banbury) (UK/England),
Milton (north of), FL
Milton Keynes (UK/England),
Milton, DE
Milton, FL
Milton, KY
Milton, MA
Milton, NH
Milton, TN
Milton, VT
Milton, WA
Milton, WV
Milton-Freewater, OR
Miltona, MN
Milwaukee (80 Miles NW of, 6000ft MSL), WI
Milwaukee (South), WI
Milwaukee, WI
Milwaukee/West Allis/West Milwaukee, WI
Milwaukie, OR
Mims, FL
Mindarie (Australia),
Mindelein, IL
Minden (Canada), ON
Minden, LA
Minden, NE
Minden, NV
Mindon, UT
Mindoro, WI
Mineola, NY
Mineola, TX
Mineral King, CA
Mineral Point, MO
Mineral Springs, NC
Mineral Wells, TX
Mineral, VA
Minersville, PA
Minetto, NY
Mineville, NY
Minford, OH
Minneapolis (near; Hwy 81), KS
Minneapolis area, MN
Minneapolis, MN
Minneapolis/St. Paul, MN
Minnedosa (Canada), MB
Minneola, FL
Minnesota (Ottertail Co.), MN
Minnesota (central, rural), MN
Minnesota (unspecified location), MN
Minnetonka, MN
Minocqua, WI
Minooka, IL
Minot (Burlington actually but put minot bc its 7 miles a), ND
Minot, ND
Minsk (Belarus),
Minster, OH
Mint Hill, NC
Mira Loma, CA
Mirabel (Canada), QC
Miramar Beach, FL
Miramar NAS, CA
Miramar, FL
Miramichi (Canada), NB
Mires (Greece),
Mishawaka, IN
Mission (Canada), BC
Mission Beach (San Diego), CA
Mission Hills, CA
Mission Viejo, CA
Mission Viejo/Lake Forest, CA
Mission Viejo/Trabuco Canyon, CA
Mission, KS
Mission, SD
Mission, TX
Mississauga (Canada), ON
Mississauga (Toronto) (Canada), ON
Mississaugam (Canada), ON
Mississaugua (Canada), ON
Mississippi (in flight; near delta of Mississippi River), MS
Mississippi (location unknown), MS
Mississippi (rural; location unspecified), MS
Mississippi Gulf outlet, LA
Mississippi River (from aboard a cruise ship), LA
Mississippi, MS
Mississippi, WV
Missoula (event at Superior), MT
Missoula, MT
Missouri (from passenger train), MO
Missouri (rural; location unspecified), MO
Missouri City, TX
Missouri Valley, IA
Misty Fjords National Park (near, on island), AK
Mitchell (Australia),
Mitchell, IN
Mitchell, OR
Mitchell, SD
Mitchelstown (Republic of Ireland),
Mitrovica (Kosovo, Yugoslavia),
Mittagong (Australia),
Mittenwald (Germany),
Mitzpe Ramon (Israel),
Mljet, Soline (Croatia),
Mnichovo Hradiste (Czech Republic),
Moab (South of), UT
Moab (near), UT
Moab (near, in Arches National Park), UT
Moab, UT
Moapa, NV
Moberly Lake (Canada), BC
Moberly, MO
Mobile, AL
Mobile, AZ
Moca (Dominican Republic),
Moca (Puerto Rico),
Moca (Puerto Rico), PR
Mocksville, NC
Moclips, OR
Model, CO
Modena, NY
Modesto (North of), CA
Modesto (on I-5; 130 miles south of Sacramento), CA
Modesto (west of), CA
Modesto, CA
Moe (Australia),
Moe (Victoria) (Australia),
Moffat (UK/Scotland),
Mogadore, OH
Mogollon Rim, AZ
Mogote, CO
Mohave Desert (near Edwards Airforce Base), CA
Mohave Desert, CA
Mohave, CA
Mohawk Valley Mtns., AZ
Mohawk Valley, AZ
Mohawk, NY
Mohnton, PA
Mohrsville/Centerport, PA
Moira, NY
Mojave (21 mi. NW of), CA
Mojave (Red Rock Canyon Rec.), CA
Mojave (vicinity), CA
Mojave Desert (remote area of), CA
Mojave Desert, CA
Mojave Desert, NV
Mojave National Preserve, CA
Mojave, CA
Mokena, IL
Moki Dugway, UT
Molalla (near), OR
Molalla, OR
Moldova Noua (Romania),
Moline, IL
Molly Stark St. Park (Marlboro), VT
Molong (Australia),
Molson (East of), WA
Molson, WA
Momoishi (Japan),
Monaco (France),
Monahans, TX
Moncton (50.42km before)(Canada), NB
Moncton (Canada), NB
Moncton and surrounding area (Canada), NB
Mondel, NM
Monee, IL
Moneta, VA
Monitor, WA
Monkton (Canada), ON
Monkton, MD
Monmouth Beach, NJ
Monmouth County, NJ
Monmouth, NJ
Monmouth, OR
Mono (Town of) (Canada), ON
Mono Lake (area), CA
Mono Mills (Orangeville Area) (Canada), ON
Monongahela, PA
Monreal (Canada), PQ
Monroe (Fairfield County), CT
Monroe City (3 miles East of), MO
Monroe City, MO
Monroe County, OH
Monroe Township, NJ
Monroe, CT
Monroe, GA
Monroe, IN
Monroe, LA
Monroe, MI
Monroe, NC
Monroe, NY
Monroe, OH
Monroe, UT
Monroe, VA
Monroe, WA
Monroe, WI
Monroe-Bastrop, LA
Monroe/Bastrop, LA
Monroe/Snohomish, WA
Monroeton, PA
Monroeville to Seven Springs, PA
Monroeville, AL
Monroeville, IN
Monroeville, NJ
Monrovia (Liberia),
Monrovia, CA
Monrovia, IN
Monrovia, VA
Monrovia/Arcadia/Auarte area, CA
Mons (France),
Monsey, NY
Monson, MA
Monson, ME
Mont Alto, PA
Mont Clare, PA
Mont-Tremblant (Canada), PQ
Montagny (France),
Montague, MA
Montague, NJ
Montara, CA
Montauk (Town of East Hampton), NY
Montauk, NY
Montcalm County, MI
Montcalm, NH
Montcalm, WV
Montclair, CA
Montclair, NJ
Monte Alegre (Para) (Brazil),
Monte Nido, CA
Monte Rio, CA
Montebello, CA
Montecito, CA
Montego Bay (Jamaica),
Montello, NH
Montello, NV
Monterey (north of), CA
Monterey Bay Area, CA
Monterey Bay/Fort Ord Rifle Range, CA
Monterey Park / Los Angeles, CA
Monterey Park, CA
Monterey, CA
Monterey, NY
Monterey, TN
Monterey/San Francisco (between; in-flight sighting), CA
Monterey/Seaside, CA
Monterrey (Mexico) (outside city, on large highway),
Monterrey (Mexico),
Montesano, WA
Montevallo, AL
Monteverde (Costa Rica),
Montevideo (Uruguay),
Montezuma, IN
Montgomery (50 miles west of; inflight), AL
Montgomery (near), AL
Montgomery (near), TX
Montgomery County (location unspecified), PA
Montgomery Pass, NV
Montgomery, AL
Montgomery, IL
Montgomery, NY
Montgomery, TX
Montgomeryville, PA
Monticello, FL
Monticello, GA
Monticello, IA
Monticello, IN
Monticello, KY
Monticello, MN
Monticello, NY
Monticello, UT
Monticello, WI
Montluçon (France),
Montmagny (Canada), QC
Monton (Canada), NB
Montour Falls, NY
Montoursville, PA
Montpelier (near), VT
Montpelier, OH
Montreal (Canada), PQ
Montreal (Canada), QC
Montreal (Montreal) (Canada), PQ
Montreal (Quebec)(Canada),
Montreal (south of) (Canada), PQ
Montreal Lasalle (Canada), QC
Montrose, CA
Montrose, CO
Montrose, IL
Montrose, PA
Montréal (Canada), QC
Montvale / Upper Saddle River, NJ
Montvale, VA
Montverde, FL
Montville, OH
Monument Valley, AZ
Monument Valley, UT
Monument, CO
Moody/McGregor (between, rural ), TX
Mooers, NY
Moon (near the moon surface),
Moon Township, PA
Moore Haven, FL
Moore, OK
Moorehead, KY
Moorehead, MN
Moorestown, NJ
Mooresville, IN
Mooresville, NC
Moorhead, MN
Moorpark, CA
Moorsville, IN
Moorsville, NC
Moose Jaw (Canada), SK
Moose Lake, MN
Moose Mountain (Canada), NB
Moosehead Lake, ME
Moosic, PA
Moosonee (Canada), ON
Moosup, CT
Mora, MN
Moraga, CA
Moram (UK/Scotland),
Moran State Park    Jackson Hole, WY
Moravia, NY
Moravia, TX
Moravian Falls, NC
Morde, Surrey (UK/England),
Morden, Surrey (UK/England),
Morecambe (UK/England),
Moree (Australia),
Moree, NSW (Australia),
Morehead City, NC
Morehead, KY
Morehouse, MO
Moreland, KY
Morelos (rural area) (Mexico),
Morenci, MI
Moreno Valley, CA
Moreton Island (Australia),
Moreton Morrell (UK/England),
Moretown, VT
Morgan City, LA
Morgan Hill (12 mi. north of on 101), CA
Morgan Hill, CA
Morgan, AR
Morgan, PA
Morganfield, KY
Morganton, GA
Morganton, NC
Morgantown, PA
Morgantown, WV
Morgantown-Martinsville area, IN
Morganville, NJ
Moriarty, NM
Moriches Bay (Long Island), NY
Moriches Bay (Long Island/Atlantic Ocean), NY
Morinville (Canada), AB
Morland to Hill City, KS
Morley (UK/England),
Mormon Lake, AZ
Morning Sun, IA
Moro (Lee Co.) and Brinkley (Monroe Co.) (Between), AR
Morocco (Sidi Yahia U.S. Naval Facility),
Morocco,
Morongo Valley, CA
Morrice, MI
Morrilton, AR
Morris Plains, NJ
Morris, AL
Morris, IL
Morris, MI
Morris, MN
Morrisdale, PA
Morrison, CO
Morrison, IL
Morrison, TN
Morristown, AZ
Morristown, NJ
Morristown, OH
Morristown, TN
Morristown/Ogdensburg, NY
Morrisville, NC
Morrisville, NY
Morrisville, PA
Morro Bay, CA
Morroco (4 miles south of), IN
Morrow County, OH
Morrow, GA
Morrow, OH
Morrowville, KS
Morton (9 miles north of), MN
Morton (near Norwich) (UK/England), NC
Morton Grove, IL
Morton, IL
Morton, MS
Morton, WA
Moscow (Russia),
Moscow Mills, MO
Moscow, ID
Moscow, PA
Moses Lake (West of, I-90), WA
Moses Lake (near), WA
Moses Lake, WA
Moses lake, WA
Mosheim, TN
Mosheim, TX
Moshi (Tanzania),
Moshiem, TN
Mosinee, WI
Mosjøen (Norway),
Mosjøen (Norway), .
Moss Beach, CA
Moss Bluff, LA
Moss Landing, CA
Moss Point, MS
Mossel Bay (South Africa),
Mossyrock, WA
Mosul,
Motala (Sweden),
Motherwell (N. Lanarkshire Co.) (UK/Scotland),
Motherwell (UK/England),
Motherwell (UK/Scotland),
Motley, MN
Motley/Cottle Counties, TX
Moulton, AL
Moultonboro, NH
Moultonborough, NH
Moultrie, GA
Moultrie/Doerlin (between), GA
Mound, MN
Moundhouse, NV
Moundridge, KS
Mounds View/Blaine, MN
Mounds, IL
Moundsville, WV
Moundville, AL
Mount Airy, GA
Mount Airy, NC
Mount Carmel, IL
Mount Carmel, PA
Mount Carmel, TN
Mount Carroll, IL
Mount Clemens, MI
Mount Cobb, PA
Mount Dora, FL
Mount Forest (Canada), ON
Mount Gambier  (Australia),
Mount Gilead, NC
